year,home_team,home_points,away_team,away_points
2021,Franklin Pierce,20,Lake Erie,31
2021,Kentucky State,25,Kentucky Wesleyan,26
2021,PennWest California,59,Lock Haven University,0
2021,Greeneville,38,Chowan,46
2021,Dayton,17,Eastern Illinois,10
2021,ERSKINE,25,Wilson,38
2021,South Florida,20,Florida,42
2021,Alderson-Broaddus,0,West Liberty,24
2021,Assumption,28,Bentley,40
2021,Ohio Dominican,10,Virginia St,7
2021,Tulane,69,Morgan State,20
2021,Colgate,3,Stony Brook,24
2021,Michigan Tech,9,St. Thomas (MN),12
2021,Elizabeth City State,27,Bluefield State,35
2021,Northern Illinois,43,Wyoming,50
2021,Ohio,26,Duquesne,28
2021,Richmond,31,Lehigh,3
2021,The Citadel,21,Charleston Southern,38
2021,South Dakota,34,Northern Arizona,7
2021,Virginia Tech,35,Middle Tennessee,14
2021,Southern Nazarene,3,Ouachita Baptist,41
2021,Tuskegee,7,West Alabama,33
2021,Indiana-Pennsylvania,29,Kutztown University,26
2021,Colorado School Of Mines,31,New Mexico Highlands,21
2021,Western New Mexico,14,Western Colorado,49
2021,Quincy,59,Iowa Wesleyan,27
2021,West Virginia State,21,Frostburg State,34
2021,Morehead State,62,Point University,9
2021,Holy Cross,21,Merrimack,35
2021,Delaware State,14,Georgetown,20
2021,Syracuse,7,Rutgers,17
2021,Notre Dame,32,Toledo,29
2021,Tennessee Tech,0,Furman,26
2021,Missouri S&T,71,Little Rock,0
2021,UConn,0,Purdue,49
2021,Central Michigan,45,Robert Morris,0
2021,University of Mary,20,Augustana University (SD),43
2021,Missouri Southern State,17,Northeastern State,21
2021,Wagner,19,Central Connecticut,21
2021,Bemidji State,38,Wayne State (NE),28
2021,Chadron St,24,Angelo State,28
2021,TCU,34,California,32
2021,Georgia,56,UAB,7
2021,Colorado,7,Texas A&M,10
2021,Cincinnati,42,Murray State,7
2021,Penn State,44,Ball State,13
2021,Massachusetts,28,Boston College,45
2021,Florida Atlantic,38,Georgia Southern,6
2021,North Dakota State,64,Valparaiso,0
2021,Nebraska,28,Buffalo,3
2021,Navy,3,Air Force,23
2021,Akron,24,Temple,45
2021,Bowling Green,19,South Alabama,22
2021,Linfield College,56,Simon Fraser,20
2021,Presbyterian,68,UFTL,3
2021,James Madison,55,Maine,7
2021,Eastern Washington,63,Central Washington,14
2021,Clark Atlanta,26,Lane College,35
2021,San Diego,7,UC Davis,53
2021,Alabama,48,Mercer,14
2021,Iowa State,17,Iowa,27
2021,West Virginia,66,Long Island University,0
2021,Virginia Union,7,Valdosta State,51
2021,Western Michigan,28,Illinois State,0
2021,Clemson,49,South Carolina State,3
2021,Washington State,44,Portland State,24
2021,New Hampshire,26,Towson,14
2021,Campbell,23,Elon,24
2021,Florida A&M,34,Fort Valley State,7
2021,UTSA,54,Lamar,0
2021,William & Mary,24,Lafayette,3
2021,Fordham,23,Monmouth,26
2021,Butler,49,Depauw,24
2021,Stetson,49,Ave Maria University,16
2021,Wingate,40,Fayetteville State,21
2021,Johnson C Smith,19,Allen,20
2021,Savannah St,50,Livingstone,6
2021,Newberry,14,North Greenville,24
2021,West Georgia,47,Morehouse College,0
2021,Seton Hill,13,Bloomsburg,7
2021,Slippery Rock,22,East Stroudsburg University,7
2021,Stonehill,54,Southern Connecticut State,21
2021,Findlay,34,UNC Pembroke,28
2021,Charlotte,38,Gardner-Webb,10
2021,Delaware,27,St. Francis (PA),10
2021,Villanova,55,Bucknell,3
2021,Rice,7,Houston,44
2021,UCF,63,Bethune-Cookman,14
2021,Marshall,44,North Carolina Central,10
2021,UT Permian Basin,42,West Texas A&M,31
2021,Abilene Christian,62,Louisiana College,7
2021,Bryant,17,Sacred Heart,6
2021,Alcorn State,13,Northwestern State,10
2021,UT Martin,33,Samford,27
2021,Jackson State,38,Tennessee State,16
2021,UAlbany,14,Rhode Island,16
2021,North Alabama,0,Chattanooga,20
2021,Houston Christian,13,Northern Colorado,45
2021,Sam Houston,52,Southeast Missouri State,14
2021,Louisiana Tech,45,SE Louisiana,42
2021,SMU,35,North Texas,12
2021,Old Dominion,47,Hampton,7
2021,Southern Miss,37,Grambling,0
2021,Tarleton State,54,Fort Lewis,7
2021,Davidson,28,Shaw,26
2021,South Dakota State,52,Lindenwood,7
2021,Southern,41,Miles College,24
2021,Louisiana,27,Nicholls,24
2021,Louisville,30,Eastern Kentucky,3
2021,Florida International,17,Texas State,23
2021,Oklahoma,76,Western Carolina,0
2021,Wisconsin,34,Eastern Michigan,7
2021,Miami,25,App State,23
2021,Mississippi State,24,NC State,10
2021,Troy,13,Liberty,21
2021,Baylor,66,Texas Southern,7
2021,Kansas State,31,Southern Illinois,23
2021,Arkansas State,50,Memphis,55
2021,Texas Tech,28,Stephen F. Austin,22
2021,Catawba,28,Winston-Salem,6
2021,East Central (OK),13,Arkansas Tech,10
2021,Oklahoma Baptist,45,Arkansas-Monticello,20
2021,Southeastern Oklahoma State,32,Harding University,31
2021,Henderson State,55,Northwestern Oklahoma State,7
2021,Southern Arkansas,42,Southwestern Oklahoma State,27
2021,Delta State,45,McKendree,17
2021,West Florida,63,Southwest Baptist,14
2021,Ashland,19,Ferris State,45
2021,Grand Valley State University,34,CSU Pueblo,14
2021,Albany State GA,28,Shorter,12
2021,Northern State,30,Southwest Minnesota State,13
2021,South Dakota Mines,52,Mayville State,7
2021,Minnesota Duluth,30,Minnesota State Mankato,10
2021,Hillsdale,31,Indianapolis,35
2021,East Texas A&M,30,Midwestern State,31
2021,Arkansas,40,Texas,21
2021,New Mexico,34,New Mexico State,25
2021,East Tennessee State,45,UVA Wise,14
2021,Kentucky,35,Missouri,28
2021,Indiana,56,Idaho,14
2021,Ole Miss,54,Austin Peay,17
2021,Maryland,62,Howard,0
2021,North Carolina,59,Georgia State,17
2021,LSU,34,McNeese,7
2021,Eastern New Mexico,42,Adams State,14
2021,Emporia State University,31,Central Oklahoma,21
2021,Pittsburg St,17,Nebraska-Kearney,28
2021,Texas A&M-Kingsville,24,Western Oregon,10
2021,Florida State,17,Jacksonville State,20
2021,Incarnate Word,40,Prairie View A&M,9
2021,Montana,42,Western Illinois,7
2021,Montana State,45,Drake,7
2021,Missouri State,43,Central Arkansas,34
2021,Michigan,31,Washington,10
2021,Sacramento State,16,Northern Iowa,34
2021,Colorado State,21,Vanderbilt,24
2021,Utah Tech,3,Weber State,41
2021,Fresno State,63,Cal Poly,10
2021,Arizona,14,San Diego State,38
2021,BYU,26,Utah,17
2021,Nevada,49,Idaho State,10
2021,USC,28,Stanford,42
2021,Arizona State,37,UNLV,10
2021,Oregon State,45,Hawai'i,27
2021,Frostburg State,30,University Of Charleston (WV),24
2021,Bethune-Cookman,27,Alabama A&M,30
2021,Louisiana,49,Ohio,14
2021,Southern Connecticut State,34,St. Anselm,31
2021,Louisville,42,UCF,35
2021,Illinois,17,Maryland,20
2021,Texas A&M,34,New Mexico,0
2021,Howard,32,Hampton,48
2021,Maine,31,Merrimack,26
2021,West Virginia,27,Virginia Tech,21
2021,Miami,17,Michigan State,38
2021,Michigan,63,Northern Illinois,10
2021,Yale,17,Holy Cross,20
2021,Central Connecticut,10,SE Louisiana,56
2021,St. Francis (PA),39,Wagner,24
2021,Lehigh,0,Princeton,32
2021,Buffalo,25,Coastal Carolina,28
2021,Indiana,24,Cincinnati,38
2021,Clark Atlanta,17,Shorter,38
2021,West Chester,41,Edinboro University,37
2021,Army,52,UConn,21
2021,Oklahoma,23,Nebraska,16
2021,Tennessee,56,Tennessee Tech,0
2021,Temple,3,Boston College,28
2021,Syracuse,62,UAlbany,24
2021,Pittsburgh,41,Western Michigan,44
2021,Kentucky,28,Chattanooga,23
2021,Missouri,59,Southeast Missouri State,28
2021,Kutztown University,14,Seton Hill,3
2021,Lafayette,13,New Hampshire,19
2021,Georgetown,9,Harvard,44
2021,Brown,24,Rhode Island,45
2021,Colorado,0,Minnesota,30
2021,Fairmont State,23,West Virginia State,30
2021,Assumption,32,Pace,21
2021,Clarion,33,Shippensburg,62
2021,PennWest California,30,Millersville,0
2021,Mars Hill,44,UVA Wise,9
2021,Chowan,49,ERSKINE,19
2021,Catawba,17,Wilson,10
2021,Truman State,38,Hillsdale,24
2021,Shaw,52,Central State (OH),0
2021,New Haven,13,Bowie State,27
2021,Sacred Heart,21,Morgan State,7
2021,William Jewell,25,Ohio Dominican,35
2021,Wheeling,28,Alderson-Broaddus,6
2021,Carson-Newman College,3,Wingate,25
2021,Northern Michigan,20,Davenport,14
2021,Columbia,37,Marist,14
2021,Colgate,7,William & Mary,27
2021,East Stroudsburg University,17,Mercyhurst,7
2021,Concord University,28,West Virginia Wesleyan,25
2021,McKendree,10,Lake Erie,17
2021,Missouri S&T,51,Wayne State (MI),45
2021,Southwest Baptist,41,Findlay,62
2021,Morehouse College,14,Miles College,37
2021,Augustana University (SD),43,Minnesota State Moorhead,17
2021,Winona State,23,Minnesota Duluth,29
2021,Fort Valley State,24,Lane College,27
2021,Sioux Falls,50,Concordia University St Paul,14
2021,Bloomsburg,31,Gannon,27
2021,Indiana-Pennsylvania,21,Shepherd,37
2021,New Mexico Highlands,37,Colorado Mesa,56
2021,Fort Lewis,0,Colorado School Of Mines,76
2021,Central Missouri,7,Northwest Missouri St,47
2021,West Liberty,10,Notre Dame College,51
2021,Nebraska-Kearney,28,Washburn,24
2021,Eastern New Mexico,10,Texas A&M-Kingsville,36
2021,Quincy,38,Walsh,17
2021,Kansas State,38,Nevada,17
2021,Bentley,24,Stonehill,14
2021,Tuskegee,23,Edward Waters,6
2021,Valparaiso,18,Dartmouth,28
2021,Cornell,21,VMI,31
2021,Western Carolina,37,Samford,42
2021,Notre Dame,27,Purdue,13
2021,Tennessee State,41,Kentucky State,7
2021,Mississippi College,63,UFTL,0
2021,Greeneville,24,Limestone,21
2021,CSU Pueblo,19,Black Hills State,16
2021,Grand Valley State University,45,Wisconsin-Lacrosse,24
2021,Montana State,52,San Diego,10
2021,Austin Peay,59,Morehead State,35
2021,App State,44,Elon,10
2021,Ohio State,41,Tulsa,20
2021,Clemson,14,Georgia Tech,8
2021,Iowa,30,Kent State,7
2021,Villanova,34,Richmond,27
2021,Florida,29,Alabama,31
2021,Washington State,14,USC,45
2021,Oregon State,42,Idaho,0
2021,Louisiana Tech,37,SMU,39
2021,Rutgers,45,Delaware,13
2021,Massachusetts,28,Eastern Michigan,42
2021,Kansas,7,Baylor,45
2021,Miami (OH),42,Long Island University,7
2021,Akron,35,Bryant,14
2021,Wake Forest,35,Florida State,14
2021,Toledo,6,Colorado State,22
2021,Wyoming,45,Ball State,12
2021,California,42,Sacramento State,30
2021,Arkansas,45,Georgia Southern,10
2021,Western Illinois,56,Eastern Washington,62
2021,Northern Colorado,10,Lamar,17
2021,Duke,30,Northwestern,23
2021,Memphis,31,Mississippi State,29
2021,Washington,52,Arkansas State,3
2021,Bowling Green,27,Murray State,10
2021,Portland State,21,Western Oregon,7
2021,Northern Iowa,44,St. Thomas (MN),3
2021,North Dakota,38,Drake,0
2021,Minnesota State Mankato,45,Bemidji State,24
2021,Gardner-Webb,56,Lincoln (PA),0
2021,North Carolina Central,20,Winston-Salem,13
2021,The Citadel,45,North Greenville,13
2021,UTSA,27,Middle Tennessee,13
2021,Franklin Pierce,19,American International,38
2021,Newberry,28,Lenoir-Rhyne,21
2021,Indianapolis,17,Tiffin,20
2021,Slippery Rock,57,Lock Haven University,7
2021,West Georgia,27,Delta State,26
2021,Savannah St,41,Benedict College,34
2021,Virginia Union,49,Virginia University Of Lynchburg,7
2021,Charleston Southern,14,Monmouth,41
2021,Campbell,72,Presbyterian,0
2021,Allen,34,Livingstone,32
2021,UNC Pembroke,36,Glenville State,22
2021,Marshall,38,East Carolina,42
2021,Liberty,45,Old Dominion,17
2021,Johnson C Smith,12,Bluefield State,20
2021,Norfolk State,63,Elizabeth City State,26
2021,Bucknell,6,Pennsylvania,30
2021,Wofford,10,Kennesaw State,31
2021,Florida Atlantic,45,Fordham,14
2021,Towson,7,North Dakota State,35
2021,Texas Tech,54,Florida International,21
2021,Eastern Kentucky,21,Indiana State,23
2021,Central Arkansas,45,Arkansas-Pine Bluff,23
2021,Georgia State,20,Charlotte,9
2021,Taylor,24,Butler,77
2021,Prairie View A&M,37,Houston Christian,27
2021,Northwestern State,10,UT Martin,35
2021,Eastern Illinois,24,Illinois State,31
2021,Tarleton State,35,Southern Utah,40
2021,Jacksonville State,27,North Alabama,24
2021,Georgia,40,South Carolina,13
2021,Texas State,34,Incarnate Word,42
2021,Missouri Western,38,Emporia State University,37
2021,Southwest Minnesota State,23,University of Mary,45
2021,Angelo State,17,Midwestern State,35
2021,Upper Iowa University,22,Northern State,40
2021,East Texas A&M,17,West Florida,35
2021,Valdosta State,21,Albany State GA,3
2021,Ferris State,47,Saginaw Valley State,45
2021,Southeastern Oklahoma State,37,Southwestern Oklahoma State,28
2021,Oklahoma Baptist,56,Northwestern Oklahoma State,42
2021,Southern Arkansas,6,Harding University,37
2021,East Central (OK),40,Southern Nazarene,13
2021,Arkansas-Monticello,18,Henderson State,58
2021,Ouachita Baptist,38,Arkansas Tech,24
2021,Abilene Christian,34,UT Permian Basin,9
2021,Wayne State (NE),48,Minot State,0
2021,Southern Miss,9,Troy,21
2021,Houston,45,Grambling,0
2021,South Florida,38,Florida A&M,17
2021,San Diego State,33,Utah,31
2021,Stephen F. Austin,58,Mississippi Valley State,13
2021,Northeastern State,13,Pittsburg St,48
2021,Southern,24,McNeese,31
2021,Southern Illinois,55,Dayton,3
2021,NC State,45,Furman,7
2021,North Carolina,59,Virginia,39
2021,Air Force,45,Utah State,49
2021,Oregon,48,Stony Brook,7
2021,Penn State,28,Auburn,20
2021,North Texas,6,UAB,40
2021,East Tennessee State,38,Delaware State,6
2021,LSU,49,Central Michigan,21
2021,Weber State,24,James Madison,37
2021,Ole Miss,61,Tulane,21
2021,Cal Poly,14,South Dakota,48
2021,West Texas A&M,42,Western New Mexico,14
2021,South Alabama,28,Alcorn State,21
2021,Texas,58,Rice,0
2021,Lindenwood,56,Kentucky Wesleyan,34
2021,New Mexico State,43,South Carolina State,35
2021,Vanderbilt,23,Stanford,41
2021,UL Monroe,12,Jackson State,7
2021,Central Oklahoma,10,Missouri Southern State,14
2021,Fort Hays State,72,Lincoln (MO),0
2021,Chadron St,31,South Dakota Mines,20
2021,Simon Fraser,14,Central Washington,36
2021,Boise State,20,Oklahoma State,21
2021,Adams State,10,Western Colorado,24
2021,Arizona,19,Northern Arizona,21
2021,UC Davis,60,Utah Tech,27
2021,BYU,27,Arizona State,17
2021,UNLV,3,Iowa State,48
2021,UCLA,37,Fresno State,40
2021,Hawai'i,13,San José State,17
2021,Arkansas-Pine Bluff,38,Alcorn State,39
2021,App State,31,Marshall,30
2021,Charlotte,42,Middle Tennessee,39
2021,Virginia,17,Wake Forest,37
2021,Harvard,49,Brown,17
2021,Syracuse,24,Liberty,21
2021,Fresno State,38,UNLV,30
2021,Boston College,41,Missouri,34
2021,Mississippi State,25,LSU,28
2021,Edinboro University,12,PennWest California,20
2021,Kentucky Wesleyan,41,William Jewell,21
2021,American International,27,Bentley,35
2021,Vanderbilt,0,Georgia,62
2021,Penn State,38,Villanova,17
2021,Temple,41,Wagner,7
2021,Findlay,16,Lindenwood,28
2021,Central Michigan,31,Florida International,27
2021,Shepherd,29,Kutztown University,37
2021,Glenville State,10,Wheeling,27
2021,Notre Dame College,38,West Virginia State,14
2021,UVA Wise,33,Carson-Newman College,7
2021,Utah State,3,Boise State,27
2021,Army,23,Miami (OH),10
2021,TCU,34,SMU,42
2021,St. Francis (PA),16,Norfolk State,28
2021,Incarnate Word,31,McNeese,0
2021,Davidson,28,San Diego,16
2021,Yale,23,Cornell,17
2021,Texas,70,Texas Tech,35
2021,Wisconsin,13,Notre Dame,41
2021,Pittsburgh,77,New Hampshire,7
2021,Virginia Tech,21,Richmond,10
2021,Minnesota,10,Bowling Green,14
2021,Northwestern,35,Ohio,6
2021,Robert Morris,22,Howard,16
2021,Miami,69,Central Connecticut,0
2021,Colgate,30,Lehigh,3
2021,Drake,21,Valparaiso,24
2021,Dayton,63,Presbyterian,43
2021,Coastal Carolina,53,Massachusetts,3
2021,St. Thomas (MN),36,Butler,0
2021,Mercyhurst,13,Indiana-Pennsylvania,48
2021,Gannon,56,Clarion,21
2021,Shippensburg,51,Bloomsburg,7
2021,Concordia University St Paul,24,Southwest Minnesota State,34
2021,Minnesota State Moorhead,33,Upper Iowa University,28
2021,Princeton,63,Stetson,0
2021,Monmouth,15,Holy Cross,45
2021,Indiana State,0,South Dakota State,44
2021,Columbia,35,Georgetown,24
2021,Michigan Tech,21,Grand Valley State University,44
2021,West Virginia Wesleyan,0,West Liberty,31
2021,UNC Pembroke,27,Fairmont State,30
2021,Concord University,23,Frostburg State,42
2021,Alderson-Broaddus,7,University Of Charleston (WV),69
2021,St. Anselm,42,Franklin Pierce,7
2021,Indianapolis,16,Ohio Dominican,19
2021,ERSKINE,7,North Greenville,38
2021,Shorter,0,West Georgia,56
2021,Northwood (MI),37,Northern Michigan,20
2021,New Haven,38,Southern Connecticut State,9
2021,Ashland,63,Quincy,23
2021,St. Augustine's,12,Chowan,59
2021,Johnson C Smith,7,Virginia Union,43
2021,Lincoln (PA),6,Shaw,41
2021,Duquesne,56,Virginia University Of Lynchburg,7
2021,Winston-Salem,14,Elizabeth City State,19
2021,Greeneville,19,Newberry,24
2021,Dartmouth,41,Sacred Heart,3
2021,VMI,31,Wofford,23
2021,Delaware State,10,Merrimack,47
2021,Washburn,47,Missouri Western,41
2021,Furman,3,Mercer,24
2021,Elon,31,William & Mary,34
2021,Central Missouri,28,Nebraska-Kearney,31
2021,Eastern Michigan,59,Texas State,21
2021,Ball State,12,Toledo,22
2021,Western Michigan,23,San José State,3
2021,Lincoln (MO),48,Northeastern State,49
2021,Utah,24,Washington State,13
2021,Northern Illinois,41,Maine,14
2021,Northwest Missouri St,38,Central Oklahoma,0
2021,Tennessee Tech,14,Eastern Illinois,28
2021,Southeast Missouri State,47,Tennessee State,14
2021,Southern Illinois,35,Illinois State,17
2021,Northern Colorado,17,Northern Arizona,10
2021,Idaho State,21,Sacramento State,23
2021,Montana,39,Cal Poly,7
2021,Eastern Kentucky,35,Austin Peay,27
2021,Missouri Southern State,21,Fort Hays State,42
2021,Western Colorado,42,Fort Lewis,0
2021,Samford,48,East Tennessee State,55
2021,Colorado Mesa,24,Chadron St,17
2021,Bemidji State,24,Augustana University (SD),52
2021,Kentucky State,34,Benedict College,28
2021,University of Mary,38,Winona State,48
2021,Black Hills State,51,Adams State,48
2021,Ferris State,38,Davenport,0
2021,Tiffin,35,Truman State,38
2021,Southern Nazarene,10,Southeastern Oklahoma State,31
2021,Jackson State,24,Delta State,17
2021,Arkansas,20,Texas A&M,10
2021,San Diego State,48,Towson,21
2021,Baylor,31,Iowa State,29
2021,Lafayette,24,Pennsylvania,14
2021,Iowa,24,Colorado State,14
2021,NC State,27,Clemson,21
2021,Michigan,20,Rutgers,13
2021,Purdue,13,Illinois,9
2021,Maryland,37,Kent State,16
2021,UConn,22,Wyoming,24
2021,Memphis,28,UTSA,31
2021,Florida State,23,Louisville,31
2021,Duke,52,Kansas,33
2021,Millersville,14,West Chester,42
2021,Nicholls,31,North Alabama,14
2021,Hillsdale,38,Missouri S&T,31
2021,Jacksonville State,31,UT Martin,34
2021,Livingstone,0,Bowie State,49
2021,Auburn,34,Georgia State,24
2021,Stony Brook,14,Fordham,31
2021,Prairie View A&M,24,Grambling,10
2021,Portland State,17,Montana State,30
2021,Central Arkansas,35,Sam Houston,45
2021,Alabama A&M,45,Tuskegee,35
2021,Tulsa,41,Arkansas State,34
2021,Old Dominion,34,Buffalo,35
2021,Stanford,24,UCLA,35
2021,Georgia Southern,20,Louisiana,28
2021,Savannah St,29,Morehouse College,10
2021,East Carolina,31,Charleston Southern,28
2021,North Carolina A&T,37,North Carolina Central,14
2021,Lake Erie,20,Southwest Baptist,28
2021,Youngstown State,35,Western Illinois,38
2021,Marist,17,Bryant,34
2021,Alabama State,38,Bethune-Cookman,24
2021,Wayne State (MI),21,Saginaw Valley State,41
2021,Allen,20,Fort Valley State,56
2021,Edward Waters,35,Lane College,45
2021,Seton Hill,17,Slippery Rock,41
2021,South Dakota Mines,7,CSU Pueblo,49
2021,Lenoir-Rhyne,31,Mars Hill,16
2021,Lock Haven University,21,East Stroudsburg University,45
2021,Stonehill,27,Assumption,26
2021,Gardner-Webb,52,Western Carolina,34
2021,Rice,48,Texas Southern,34
2021,Stephen F. Austin,61,Lincoln (CA),13
2021,Harding University,38,Ouachita Baptist,21
2021,Central Washington,9,Angelo State,14
2021,Michigan State,23,Nebraska,20
2021,Oklahoma State,31,Kansas State,20
2021,Fayetteville State,28,Virginia St,14
2021,Minnesota Duluth,28,Wayne State (NE),31
2021,Limestone,7,Wilson,45
2021,Minot State,10,Minnesota State Mankato,68
2021,Miles College,55,Central State (OH),4
2021,Southwestern Oklahoma State,27,Oklahoma Baptist,31
2021,Arkansas Tech,20,Arkansas-Monticello,27
2021,Albany State GA,49,Clark Atlanta,0
2021,Henderson State,56,Southern Arkansas,49
2021,Northern State,41,Sioux Falls,10
2021,Lamar,0,Abilene Christian,56
2021,Northwestern Oklahoma State,17,East Central (OK),20
2021,Houston,28,Navy,20
2021,Florida,38,Tennessee,14
2021,South Carolina,10,Kentucky,16
2021,Tarleton State,40,New Mexico Highlands,21
2021,Louisiana Tech,24,North Texas,17
2021,Alabama,63,Southern Miss,14
2021,Oklahoma,16,West Virginia,13
2021,Georgia Tech,45,North Carolina,22
2021,Ohio State,59,Akron,7
2021,Mississippi College,28,West Alabama,31
2021,Southern Utah,21,Eastern Washington,50
2021,Weber State,14,UC Davis,17
2021,Missouri State,31,South Dakota,23
2021,Tulane,21,UAB,28
2021,Western Kentucky,31,Indiana,33
2021,Western New Mexico,19,UT Permian Basin,27
2021,Pittsburg St,30,Emporia State University,28
2021,West Texas A&M,13,Colorado School Of Mines,21
2021,Texas A&M-Kingsville,10,East Texas A&M,35
2021,Midwestern State,31,Eastern New Mexico,24
2021,Air Force,31,Florida Atlantic,7
2021,UL Monroe,29,Troy,16
2021,New Mexico State,21,Hawai'i,41
2021,UTEP,20,New Mexico,13
2021,Simon Fraser,7,Western Oregon,24
2021,Washington,31,California,24
2021,BYU,35,South Florida,27
2021,Oregon,41,Arizona,19
2021,Arizona State,35,Colorado,13
2021,USC,27,Oregon State,45
2021,Mississippi Valley State,25,Southern,38
2021,Walsh,10,Ashland,35
2021,Prairie View A&M,27,Arkansas-Pine Bluff,17
2021,Miami,28,Virginia,30
2021,Southern Connecticut State,23,American International,7
2021,Pennsylvania,7,Dartmouth,31
2021,Tulsa,10,Houston,45
2021,Maryland,14,Iowa,51
2021,Utah State,20,BYU,34
2021,Buffalo,17,Western Michigan,24
2021,TCU,27,Texas,32
2021,Temple,34,Memphis,31
2021,Massachusetts,7,Toledo,45
2021,Wisconsin,17,Michigan,38
2021,Georgia,37,Arkansas,0
2021,Missouri,24,Tennessee,62
2021,Georgia Tech,21,Pittsburgh,52
2021,North Carolina,38,Duke,7
2021,Purdue,13,Minnesota,20
2021,Millersville,31,Lock Haven University,29
2021,Butler,3,Drake,6
2021,Morgan State,14,St. Francis (PA),27
2021,Rhode Island,27,Stony Brook,20
2021,Lehigh,0,Yale,34
2021,Illinois,24,Charlotte,14
2021,University Of Charleston (WV),38,Notre Dame College,28
2021,Pace,14,New Haven,28
2021,Shepherd,59,Shippensburg,27
2021,Kutztown University,21,East Stroudsburg University,14
2021,Georgetown,21,Colgate,28
2021,Wake Forest,37,Louisville,34
2021,Stetson,28,Davidson,35
2021,McNeese,35,SE Louisiana,38
2021,Merrimack,14,Duquesne,37
2021,Howard,22,Sacred Heart,17
2021,Kentucky Wesleyan,30,Ohio Dominican,32
2021,Mars Hill,28,Newberry,22
2021,West Liberty,20,Glenville State,19
2021,Central State (OH),34,Allen,46
2021,Minnesota State Moorhead,21,Minnesota Duluth,26
2021,Kentucky State,17,Savannah St,21
2021,Northwood (MI),25,Ferris State,67
2021,Michigan Tech,31,Davenport,7
2021,Ouachita Baptist,64,Northwestern Oklahoma State,17
2021,Virginia Union,7,Shaw,27
2021,Monmouth,54,Gardner-Webb,17
2021,North Carolina A&T,41,Robert Morris,14
2021,Princeton,24,Columbia,7
2021,Franklin Pierce,28,Assumption,35
2021,Valparaiso,24,Marist,27
2021,Frostburg State,51,UNC Pembroke,21
2021,South Carolina State,42,Bethune-Cookman,35
2021,Chattanooga,45,Western Carolina,17
2021,Holy Cross,13,Harvard,38
2021,Hampton,44,Norfolk State,47
2021,Georgia State,16,App State,45
2021,Morehead State,45,Dayton,38
2021,Richmond,7,Elon,20
2021,Illinois State,20,Missouri State,41
2021,The Citadel,35,VMI,24
2021,Colorado,14,USC,37
2021,Southern Nazarene,41,Arkansas Tech,51
2021,ERSKINE,59,Virginia University Of Lynchburg,13
2021,Wheeling,38,West Virginia Wesleyan,0
2021,Fairmont State,31,Concord University,27
2021,Wilson,31,Carson-Newman College,17
2021,UVA Wise,35,Lenoir-Rhyne,28
2021,Emporia State University,35,Washburn,30
2021,Colorado School Of Mines,20,Western Colorado,14
2021,New Mexico Highlands,16,Chadron St,46
2021,Fort Lewis,17,Black Hills State,45
2021,Indiana-Pennsylvania,28,Gannon,23
2021,West Chester,21,Bloomsburg,20
2021,Sioux Falls,28,Augustana University (SD),26
2021,Morehouse College,13,Edward Waters,37
2021,Tuskegee,21,Clark Atlanta,0
2021,Benedict College,14,Fort Valley State,24
2021,Wayne State (NE),38,Winona State,21
2021,Saginaw Valley State,17,Grand Valley State University,49
2021,Southwest Baptist,10,Indianapolis,77
2021,Quincy,31,Missouri S&T,28
2021,Bowie State,44,Johnson C Smith,7
2021,Elizabeth City State,19,Livingstone,13
2021,Coastal Carolina,59,UL Monroe,6
2021,Notre Dame,13,Cincinnati,24
2021,Northern Illinois,27,Eastern Michigan,20
2021,Tennessee Tech,28,Southeast Missouri State,17
2021,North Dakota,10,North Dakota State,16
2021,Delaware,20,UAlbany,15
2021,Montana State,40,Northern Colorado,7
2021,Kennesaw State,31,Jacksonville State,6
2021,Eastern Kentucky,20,Tarleton State,3
2021,South Dakota,38,Indiana State,10
2021,Grambling,37,Alabama A&M,28
2021,PennWest California,37,Mercyhurst,0
2021,Bemidji State,49,Minot State,35
2021,Lake Erie,10,Findlay,37
2021,Missouri Southern State,16,Pittsburg St,20
2021,Central Oklahoma,69,Lincoln (MO),28
2021,Northeastern State,10,Central Missouri,41
2021,Arkansas-Monticello,18,Southwestern Oklahoma State,16
2021,Southeastern Oklahoma State,24,Henderson State,27
2021,Oklahoma Baptist,7,Harding University,31
2021,East Central (OK),38,Southern Arkansas,17
2021,Minnesota State Mankato,58,Concordia University St Paul,10
2021,Lane College,71,Texas College,0
2021,Northern State,42,University of Mary,49
2021,Adams State,42,South Dakota Mines,45
2021,North Greenville,21,Mississippi College,42
2021,Florida Atlantic,58,Florida International,21
2021,Florida State,33,Syracuse,30
2021,St. Anselm,21,Bentley,34
2021,New Hampshire,21,James Madison,23
2021,West Virginia,20,Texas Tech,23
2021,Navy,34,UCF,30
2021,East Carolina,52,Tulane,29
2021,Akron,17,Ohio,34
2021,Kent State,27,Bowling Green,20
2021,Lafayette,41,Fordham,42
2021,East Tennessee State,27,Wofford,21
2021,Bucknell,21,Cornell,10
2021,South Carolina,23,Troy,14
2021,Alabama,42,Ole Miss,21
2021,Boise State,31,Nevada,41
2021,Miami (OH),28,Central Michigan,17
2021,Rutgers,13,Ohio State,52
2021,Stanford,31,Oregon,24
2021,Kansas State,31,Oklahoma,37
2021,Western Illinois,30,Southern Illinois,31
2021,Georgia Southern,59,Arkansas State,33
